timestamp,hostname,empresa_id,servidor_id,mac_address,ip,cpu,ram,disco,health_score,status_cpu,status_ram,status_disco,temp_max_cpu,status_temperatura,margem_termica,status_margem,temperatura_ambiente,clima,umidade,fan_principal_rpm,indice_resfriamento,status_resfriamento,throttling,bytes_recv,bytes_sent,pack_recv,pack_sent,packet_loss_internet,latency_min_ms,latency_avg_ms,latency_max_ms,lat_adsb_rastreamento,lat_rastreamento_correlacao,lat_correlacao_rotas,lat_rotas_api,lat_api_bd,lat_bd_sync,rastreamento_mbps,rotas_mbps,correlacao_mbps,api_gateway_mbps,bd_mbps,sync_service_mbps,rastreamento_loss,correlacao_loss,rotas_loss,api_loss,bd_loss,sync_loss,opensky_timestamp,total_aeronaves,avg_adsb_update_seconds
2026-05-24 00:49:59,Server-2,2,7,75:28:74:e3:bc:d9,192.168.125.202,26.7,74.6,43.3,51.8,estavel,estavel,estavel,82.2,alta,12.8,boa,27.81,chuva leve,32,4364,53.2,excelente,SIM,387991943,563148383,856511,348806,4.36,25,67.2,170,24.58,26.31,38.39,58.49,95.16,98.88,14.39,47.08,46.52,9.08,20.17,30.44,2.44,1.63,1.33,0.71,1.9,1.11,1721432069,500,4.07
2026-05-24 00:50:59,Server-5,1,16,ae:a5:95:17:7d:0d,192.168.33.253,63.4,71.2,85.2,26.73,estavel,estavel,alerta,84.0,normal,11.0,excelente,15.59,chuva forte,78,4378,70.1,moderada,NAO,647973624,116731014,886207,653785,0.82,30,78.4,116,13.68,18.5,94.13,37.6,32.32,21.61,46.21,42.22,32.56,33.12,22.41,35.2,2.62,1.04,1.58,2.99,2.45,1.46,1728504817,341,45.71
2026-05-24 00:51:59,Server-9,1,13,cd:06:f7:ee:a9:cd,192.168.153.155,51.4,15.2,52.6,60.27,estavel,estavel,estavel,76.7,critica,18.3,excelente,34.22,céu limpo,80,2462,86.4,moderada,SIM,481191179,681698679,535658,594258,2.35,11,47.3,130,40.56,92.87,88.89,67.92,90.87,46.8,32.89,32.49,46.65,28.48,7.27,12.38,2.71,2.49,0.0,1.97,0.44,2.93,1789161517,432,30.93
2026-05-24 00:52:59,Server-1,4,10,d8:88:7c:66:8d:40,192.168.126.163,29.3,55.9,33.4,60.47,estavel,estavel,estavel,35.4,normal,59.6,excelente,34.52,chuva leve,32,2783,92.4,boa,NAO,373351835,632714184,639100,867109,3.6,23,44.1,123,63.04,10.83,87.5,12.66,92.91,71.36,33.21,33.82,32.25,16.43,23.61,33.38,2.29,0.55,1.59,2.89,1.92,2.09,1736786134,125,12.87
2026-05-24 00:53:59,Server-8,4,14,48:75:32:7c:66:e5,192.168.206.148,26.8,16.7,26.8,76.57,estavel,estavel,estavel,86.9,normal,8.1,excelente,21.83,chuva leve,90,3362,94.6,excelente,SIM,156842596,737400962,862373,787545,4.87,15,52.0,129,57.43,99.6,83.3,69.26,17.34,20.4,11.19,4.48,32.96,37.06,9.83,27.78,2.8,2.03,0.59,1.18,2.6,2.33,1721656292,323,33.94
2026-05-24 00:54:59,Server-3,2,19,32:f2:76:6f:ab:77,192.168.193.97,97.9,90.3,81.1,10.23,critico,critico,alerta,54.2,normal,40.8,excelente,16.48,chuva leve,74,4111,93.4,moderada,SIM,211928253,433657731,739286,766484,3.59,12,30.3,200,38.15,64.27,90.21,96.28,17.21,91.14,40.51,3.0,24.09,6.47,22.16,34.6,1.4,1.67,1.04,0.42,2.94,0.14,1724585023,121,40.89
2026-05-24 00:55:59,Server-7,2,8,e7:b8:a7:98:df:16,192.168.58.82,73.0,93.1,65.2,22.9,alerta,critico,estavel,66.5,critica,28.5,ruim,23.56,chuva forte,39,1326,75.2,excelente,NAO,804932570,845729068,118793,313219,3.61,6,32.1,154,92.84,90.89,90.93,85.14,12.23,19.29,37.46,39.38,38.23,32.86,48.12,34.46,1.18,0.99,2.49,0.55,0.54,0.43,1715224851,460,47.58
2026-05-24 00:56:59,Server-2,3,7,4e:ab:b5:52:8b:1b,192.168.212.227,94.8,53.3,68.5,27.8,critico,estavel,estavel,40.1,alta,54.9,ruim,33.57,céu limpo,100,2279,92.4,boa,SIM,582150408,171452064,348341,801200,1.45,12,63.1,138,15.41,24.07,34.58,11.99,12.21,72.23,35.6,19.6,24.93,42.46,28.45,47.95,1.81,1.17,1.94,2.36,0.29,1.12,1769999488,294,12.77
2026-05-24 00:57:59,Server-1,5,7,97:1d:8c:7c:a4:94,192.168.210.43,29.9,80.8,85.6,34.57,estavel,alerta,alerta,50.6,critica,44.4,ruim,16.86,chuva leve,96,2001,71.9,moderada,NAO,406644283,311163940,775760,496977,0.31,23,64.1,165,95.99,81.39,56.72,69.33,42.33,99.11,47.03,11.82,44.33,23.5,36.01,1.83,0.68,0.85,0.3,0.28,2.52,1.32,1739906875,427,54.29
2026-05-24 00:58:59,Server-10,4,9,ac:60:10:ff:77:7f,192.168.230.160,61.9,82.4,44.5,37.07,estavel,alerta,estavel,77.8,alta,17.2,ruim,23.31,céu limpo,71,1574,53.8,ruim,NAO,207961896,512837548,525081,798398,0.55,9,45.9,196,37.5,68.43,86.08,69.86,14.78,86.18,37.06,21.63,36.51,26.07,40.57,36.57,1.79,1.2,1.73,0.01,2.94,2.4,1765686172,344,49.74
2026-05-24 00:59:59,Server-9,3,10,08:cc:23:ff:62:fd,192.168.95.251,43.5,35.3,94.3,42.3,estavel,estavel,alerta,65.4,normal,29.6,boa,22.8,céu limpo,74,3771,84.2,ruim,NAO,677071312,639948572,761808,238054,4.44,8,21.0,136,27.13,77.65,20.92,39.38,43.43,70.5,12.56,47.3,36.97,23.02,35.59,44.73,2.62,2.83,1.7,1.25,2.68,0.57,1760381542,290,49.59
2026-05-24 01:00:59,Server-9,2,19,4d:b2:fc:37:37:ed,192.168.148.48,52.7,76.3,90.8,26.73,estavel,alerta,alerta,59.1,normal,35.9,boa,33.65,chuva forte,62,4231,86.0,boa,SIM,198790709,492539612,707019,189412,4.36,20,51.0,173,34.22,75.65,89.18,67.81,59.05,80.83,21.24,26.31,39.85,43.45,25.36,42.56,2.88,1.11,0.85,2.46,2.95,0.82,1703746062,289,23.26
2026-05-24 01:01:59,Server-3,2,7,5d:b1:45:4e:e3:77,192.168.3.70,75.6,25.8,96.4,34.07,alerta,estavel,critico,61.7,normal,33.3,ruim,20.22,chuva leve,65,4166,69.8,moderada,SIM,687970912,720557255,146804,745962,2.41,17,71.9,190,23.56,79.17,63.35,81.74,76.17,24.44,25.48,48.99,25.25,39.39,7.16,44.3,0.48,2.67,1.96,2.71,2.66,2.42,1761015797,295,2.53
2026-05-24 01:02:59,Server-9,2,4,f6:59:7f:98:40:18,192.168.26.19,96.8,10.7,23.5,56.33,critico,estavel,estavel,41.9,critica,53.1,ruim,29.29,céu limpo,62,3414,66.1,moderada,SIM,199577520,807562727,168407,341499,0.72,22,72.8,181,45.51,62.38,69.96,18.01,77.46,13.98,33.31,17.58,39.28,34.01,35.45,19.21,0.31,0.25,2.42,0.91,1.18,0.97,1763022541,388,35.4
2026-05-24 01:03:59,Server-9,3,20,46:c6:1c:71:71:c7,192.168.104.210,74.7,15.0,98.7,37.2,alerta,estavel,critico,70.9,alta,24.1,excelente,16.99,chuva leve,81,2464,74.7,moderada,SIM,325383986,324444304,308874,149736,1.63,15,27.4,162,65.21,56.63,55.6,54.05,60.96,72.49,24.36,21.11,6.77,42.75,44.86,38.09,2.63,2.61,0.45,0.97,2.99,2.18,1780570211,304,57.28
2026-05-24 01:04:59,Server-1,2,18,41:a7:a0:27:a9:a5,192.168.190.225,29.8,16.0,58.0,65.4,estavel,estavel,estavel,69.3,alta,25.7,excelente,33.84,nublado,62,1348,79.3,ruim,SIM,523581003,858284016,484600,462865,0.17,14,64.4,102,80.08,70.72,27.94,22.67,89.26,16.01,24.69,33.25,19.38,17.16,41.51,2.01,0.5,1.26,1.6,2.99,2.6,2.35,1705345167,93,3.7
2026-05-24 01:05:59,Server-6,2,14,e6:32:e2:46:2a:f1,192.168.78.176,65.6,68.5,96.5,23.13,estavel,estavel,critico,86.0,alta,9.0,excelente,21.32,céu limpo,75,2355,94.6,ruim,SIM,261723218,498833763,720671,358245,0.86,29,21.2,81,85.61,98.8,94.96,34.73,22.01,86.99,19.23,1.3,18.99,4.28,10.48,37.4,2.18,1.54,0.99,2.03,0.2,1.5,1753119007,213,37.58
2026-05-24 01:06:59,Server-10,5,20,d7:74:eb:1b:22:f8,192.168.81.195,98.5,29.6,32.1,46.6,critico,estavel,estavel,49.1,normal,45.9,boa,21.09,céu limpo,51,1610,88.1,ruim,SIM,843624710,417993772,466933,597243,4.66,8,65.9,119,33.06,67.06,11.85,16.04,74.82,40.39,21.26,25.86,24.65,34.87,20.51,36.7,0.05,2.14,0.41,2.23,0.77,2.78,1771999913,433,21.79
2026-05-24 01:07:59,Server-2,5,15,1f:b0:3b:0a:c4:9d,192.168.194.136,69.1,75.7,31.5,41.23,estavel,alerta,estavel,76.4,alta,18.6,excelente,30.5,chuva forte,32,3965,99.7,boa,SIM,348233225,318673069,150095,796940,3.05,11,47.7,194,26.87,78.58,23.69,85.54,21.04,40.15,3.73,8.84,32.15,10.96,35.12,19.7,0.74,1.15,1.72,2.43,1.68,0.8,1783199428,34,57.61
2026-05-24 01:08:59,Server-4,2,13,ec:05:68:69:c7:f5,192.168.191.22,56.0,71.5,53.2,39.77,estavel,estavel,estavel,42.1,alta,52.9,ruim,29.2,céu limpo,49,2168,47.9,boa,NAO,866044140,832668417,635117,494932,1.56,6,52.0,105,24.46,64.44,11.85,32.86,36.81,34.17,49.65,12.75,11.53,4.74,27.7,44.38,0.44,2.51,0.27,0.2,0.3,2.08,1705503451,346,22.01
2026-05-24 01:09:59,Server-10,4,19,7a:2e:69:13:1d:33,192.168.229.201,85.0,22.7,81.5,36.93,alerta,estavel,alerta,56.2,alta,38.8,ruim,19.69,chuva forte,68,2612,98.3,moderada,SIM,121685988,831734938,278467,697512,1.87,22,30.3,94,97.7,24.57,35.93,10.9,99.82,41.4,38.11,45.4,40.41,19.96,31.42,33.71,0.17,2.41,1.55,0.56,1.29,1.34,1716086849,129,43.75
2026-05-24 01:10:59,Server-5,5,1,7a:14:4b:43:c7:ca,192.168.17.161,5.2,35.0,94.0,55.27,estavel,estavel,alerta,64.6,alta,30.4,excelente,22.08,chuva leve,51,1939,95.1,moderada,SIM,535912476,512257446,174623,874027,1.85,29,47.2,189,85.25,24.15,96.22,82.07,28.83,10.5,23.56,6.09,37.03,26.7,17.83,7.45,0.12,0.86,0.46,2.79,2.79,0.46,1703134855,101,14.46
2026-05-24 01:11:59,Server-7,5,15,85:ec:59:4d:1e:dd,192.168.224.199,24.5,64.3,65.6,48.53,estavel,estavel,estavel,72.0,alta,23.0,boa,18.01,nublado,66,3187,99.2,boa,SIM,204212288,134306818,102484,616523,3.12,24,75.5,163,98.83,45.06,50.51,60.1,82.09,55.86,6.84,9.71,30.31,1.72,1.01,40.67,0.56,2.27,0.44,2.36,0.49,2.29,1785419250,264,40.2
2026-05-24 01:12:59,Server-6,4,2,c1:16:5d:cc:1f:86,192.168.77.235,69.8,90.7,88.0,17.17,estavel,critico,alerta,60.1,critica,34.9,excelente,18.13,céu limpo,70,3618,95.6,ruim,SIM,734354894,457020586,292819,580641,0.95,20,46.0,162,90.35,83.75,21.88,31.17,41.41,39.79,26.93,4.87,47.86,48.73,14.2,21.72,1.9,2.23,2.54,2.98,1.11,0.71,1720978187,389,26.4
2026-05-24 01:13:59,Server-3,3,1,b1:d8:0a:d9:a7:05,192.168.113.93,83.0,71.4,62.0,27.87,alerta,estavel,estavel,75.0,critica,20.0,ruim,19.66,céu limpo,41,3181,57.4,boa,SIM,408836171,139912161,574142,494858,2.83,7,22.5,122,31.79,77.0,86.09,92.53,94.9,95.17,47.59,29.79,45.98,33.25,41.44,10.19,1.86,1.04,2.26,2.32,0.26,1.38,1730240675,114,6.97
2026-05-24 01:14:59,Server-8,1,12,e4:71:d0:86:65:33,192.168.228.192,64.8,77.1,83.7,24.8,estavel,alerta,alerta,88.7,normal,6.3,ruim,24.42,chuva forte,83,1548,51.5,excelente,SIM,641214028,426524507,277874,483882,4.38,12,31.4,116,64.87,45.18,62.38,94.34,43.34,29.54,36.81,27.62,44.19,31.4,17.24,7.17,1.3,0.28,2.29,2.86,0.96,2.48,1751239237,437,43.83
2026-05-24 01:15:59,Server-5,5,15,3f:0f:0a:5e:70:c4,192.168.191.12,84.7,47.5,75.7,30.7,alerta,estavel,estavel,66.6,normal,28.4,boa,20.91,céu limpo,98,3307,48.8,ruim,SIM,495096727,440750054,116333,877196,4.3,20,43.5,142,69.92,88.62,56.08,83.81,15.75,31.13,41.25,11.55,41.52,39.62,34.14,39.94,0.27,1.76,1.42,2.62,1.76,1.5,1720065879,118,14.92
2026-05-24 01:16:59,Server-6,2,19,64:7c:e9:f0:76:45,192.168.75.79,42.1,93.9,72.0,30.67,estavel,critico,estavel,63.2,alta,31.8,boa,30.72,nublado,44,1760,62.5,ruim,NAO,883823415,749455571,863026,220076,0.36,9,59.5,95,47.27,40.02,69.99,60.28,45.45,22.0,7.61,34.18,20.48,2.72,38.74,2.01,2.14,2.24,1.75,1.72,2.88,1.85,1706377510,235,22.44
2026-05-24 01:17:59,Server-2,3,5,a4:d2:a1:a8:c9:53,192.168.209.226,43.6,15.1,31.8,69.83,estavel,estavel,estavel,94.4,critica,0.6,excelente,33.75,nublado,85,4034,78.6,ruim,NAO,695097539,442522576,804251,376716,2.94,23,64.5,196,77.29,63.26,28.07,57.4,69.01,44.34,43.12,15.15,9.64,43.43,25.8,31.83,2.02,1.97,2.78,2.51,0.55,1.56,1729774985,384,43.14
2026-05-24 01:18:59,Server-8,5,20,a3:23:74:6a:ca:46,192.168.46.139,66.4,39.0,79.6,38.33,estavel,estavel,estavel,55.1,alta,39.9,excelente,33.41,céu limpo,46,3895,63.3,moderada,NAO,586280816,212236079,216160,522165,4.25,14,60.3,162,22.27,88.28,48.54,57.45,75.44,89.85,17.37,10.0,24.55,1.03,40.93,27.58,0.71,1.35,1.6,0.68,0.96,0.54,1744924917,207,23.82
2026-05-24 01:19:59,Server-5,4,10,ee:4b:ca:b0:8e:1a,192.168.174.167,95.8,56.4,69.4,26.13,critico,estavel,estavel,39.4,critica,55.6,excelente,15.67,céu limpo,58,2632,93.1,excelente,SIM,127996825,740714069,228190,132552,4.7,19,60.5,105,53.12,53.28,61.91,26.85,34.21,41.5,3.63,9.0,17.94,37.81,29.29,46.34,1.54,0.45,1.89,1.18,0.79,2.52,1733641827,232,40.09
2026-05-24 01:20:59,Server-3,5,7,d2:37:9f:2f:5c:6c,192.168.108.157,74.9,51.5,36.2,45.8,alerta,estavel,estavel,46.9,normal,48.1,excelente,16.89,nublado,81,1946,67.2,moderada,NAO,196540068,688696055,343271,378871,0.93,10,27.8,126,74.17,73.16,59.94,13.65,48.3,30.14,47.19,7.59,29.31,48.96,2.87,7.84,1.2,1.37,0.25,2.5,1.23,2.33,1750866679,144,46.92
2026-05-24 01:21:59,Server-6,2,18,3f:fe:3d:e6:a6:ce,192.168.111.50,87.3,83.4,68.7,20.2,alerta,alerta,estavel,36.6,critica,58.4,boa,22.0,céu limpo,54,1578,63.5,excelente,NAO,725030727,227848910,431884,678156,4.35,24,40.7,136,26.34,62.59,93.97,74.33,26.72,48.2,40.25,22.23,35.46,21.85,27.58,1.46,1.56,0.5,2.98,1.43,0.14,0.13,1785022088,434,34.61
2026-05-24 01:22:59,Server-1,3,20,eb:1b:2d:30:a8:b6,192.168.176.91,95.8,26.4,78.3,33.17,critico,estavel,estavel,81.3,normal,13.7,ruim,17.31,chuva leve,60,2955,80.5,moderada,NAO,190618814,170029276,503876,156203,1.9,24,46.4,189,56.29,86.32,54.95,78.13,80.75,37.93,41.71,14.32,17.59,37.83,44.45,27.47,2.96,0.86,0.79,1.39,0.67,0.69,1754910072,64,2.35
2026-05-24 01:23:59,Server-9,3,17,7c:53:52:cb:36:ff,192.168.206.86,22.5,80.2,72.9,41.47,estavel,alerta,estavel,64.1,normal,30.9,ruim,16.37,chuva forte,90,4338,77.0,boa,NAO,520241352,224140318,213861,230353,4.78,19,47.0,133,53.67,30.75,81.85,72.11,87.93,52.03,25.25,30.99,45.63,8.15,36.29,25.48,1.0,0.78,1.73,1.64,2.59,1.44,1719274008,65,55.41
2026-05-24 01:24:59,Server-4,2,13,b5:3d:37:d8:e1:4c,192.168.208.90,94.6,97.6,56.5,17.1,critico,critico,estavel,82.1,critica,12.9,excelente,23.34,nublado,89,1989,48.5,moderada,NAO,212039985,792130971,880638,700857,4.48,10,53.8,109,57.31,98.98,64.21,92.25,33.32,11.6,18.6,45.34,36.47,21.9,17.71,39.87,1.13,2.66,1.97,0.95,1.06,1.53,1707533034,377,54.78
2026-05-24 01:25:59,Server-1,4,14,82:47:23:c9:cf:28,192.168.2.27,97.4,42.3,22.0,46.1,critico,estavel,estavel,60.0,normal,35.0,ruim,33.66,chuva leve,82,4021,81.0,moderada,NAO,858954119,788403913,891348,379448,3.89,11,21.3,158,36.35,47.94,11.53,94.84,34.01,85.36,37.79,16.7,35.48,4.2,43.18,45.48,2.62,1.81,1.56,2.94,2.85,2.2,1786847273,87,48.6
2026-05-24 01:26:59,Server-9,4,1,cd:11:0a:a9:f6:aa,192.168.166.239,68.0,79.1,60.7,30.73,estavel,alerta,estavel,78.5,alta,16.5,boa,31.69,chuva forte,34,1415,51.3,moderada,NAO,798293960,827215221,165134,844503,0.63,5,55.4,133,10.12,69.99,25.44,20.57,17.76,78.56,24.9,8.23,32.3,19.69,29.24,1.62,0.69,0.41,2.86,0.8,1.53,2.1,1762204329,21,10.34
2026-05-24 01:27:59,Server-6,1,8,62:f0:67:8d:0f:90,192.168.241.195,41.5,61.3,34.9,54.1,estavel,estavel,estavel,84.9,normal,10.1,boa,21.55,chuva leve,66,1919,58.2,excelente,NAO,761876982,109133957,635997,280496,3.91,5,51.4,172,41.14,72.2,11.74,75.28,42.09,74.57,44.07,4.17,22.97,4.33,27.86,33.16,2.15,2.51,2.68,1.01,0.29,0.06,1750204592,354,15.33
2026-05-24 01:28:59,Server-2,5,15,c0:3d:b1:93:93:46,192.168.63.114,33.6,40.4,97.9,42.7,estavel,estavel,critico,42.9,critica,52.1,excelente,29.49,chuva leve,95,3909,78.7,boa,NAO,365136169,427198597,132052,257242,2.92,20,31.8,88,26.69,64.14,42.75,19.16,17.46,92.2,17.27,8.09,19.77,35.73,15.82,16.6,1.0,1.11,2.81,0.47,0.49,0.78,1726842694,305,35.74
2026-05-24 01:29:59,Server-1,2,1,26:89:2e:e6:56:09,192.168.4.250,66.7,67.4,74.0,30.63,estavel,estavel,estavel,50.6,alta,44.4,boa,16.24,chuva forte,64,2221,79.2,ruim,NAO,182533889,591407664,829961,733099,2.12,17,42.1,187,81.29,79.3,60.48,92.36,29.86,59.33,36.71,12.51,10.32,4.7,46.27,33.08,1.37,2.88,1.11,2.32,1.29,0.66,1726858281,242,54.01
2026-05-24 01:30:59,Server-2,2,18,95:5c:d6:46:e5:f7,192.168.128.150,88.4,43.9,34.9,44.27,alerta,estavel,estavel,93.6,critica,1.4,ruim,31.39,nublado,43,2128,66.4,boa,NAO,275452370,212957788,891451,551109,4.85,21,28.4,151,19.18,19.15,68.74,81.66,61.3,86.57,40.94,5.91,3.38,9.21,15.67,13.72,0.94,2.16,1.06,1.25,2.83,2.25,1761723111,291,3.39
2026-05-24 01:31:59,Server-7,3,13,f8:6a:46:df:4f:9c,192.168.108.53,13.5,73.8,53.9,52.93,estavel,estavel,estavel,62.5,critica,32.5,boa,30.31,chuva forte,72,3416,83.8,boa,NAO,240111314,818454999,823570,734889,2.67,13,58.4,184,18.2,46.95,16.96,33.23,77.37,19.75,38.34,37.36,6.14,43.26,46.74,46.99,1.01,1.17,0.88,2.96,2.53,2.19,1781250320,311,46.01
2026-05-24 01:32:59,Server-7,4,4,32:85:f2:bd:0a:7a,192.168.28.52,74.8,99.7,83.9,13.87,alerta,critico,alerta,56.7,alta,38.3,ruim,16.04,chuva leve,56,1663,72.3,ruim,NAO,819326098,538779658,197825,224239,2.23,24,52.9,143,40.79,82.95,31.01,87.16,29.27,95.79,19.56,8.98,16.03,13.02,18.39,32.42,2.05,1.95,0.23,1.73,1.37,0.51,1704808522,497,45.64
2026-05-24 01:33:59,Server-10,4,16,77:2c:aa:5e:f4:ca,192.168.126.72,55.5,13.5,54.1,58.97,estavel,estavel,estavel,82.7,normal,12.3,boa,18.17,céu limpo,52,1869,75.3,moderada,SIM,545010320,709343434,888154,486328,2.99,14,38.6,95,27.82,30.09,61.51,31.32,23.14,94.56,40.87,16.79,48.11,32.36,43.85,12.18,2.26,2.81,2.39,0.59,1.18,2.18,1786872897,395,15.71
2026-05-24 01:34:59,Server-9,2,4,81:fb:04:e6:31:4a,192.168.156.143,45.7,33.1,55.6,55.2,estavel,estavel,estavel,84.6,normal,10.4,ruim,16.17,chuva forte,60,2718,45.4,boa,SIM,364052113,880536813,778352,357444,0.37,27,58.3,86,95.06,87.67,80.85,72.26,27.51,35.71,13.56,12.38,16.41,18.5,6.54,38.6,2.89,2.92,2.63,2.85,0.31,0.13,1732107968,231,25.75
2026-05-24 01:35:59,Server-8,1,7,44:9f:e8:ce:60:d5,192.168.211.149,17.2,10.0,99.7,57.7,estavel,estavel,critico,72.4,alta,22.6,excelente,19.84,nublado,71,2412,65.5,excelente,NAO,283200329,892539811,421671,399345,2.92,13,36.4,168,23.36,90.87,88.6,79.24,12.21,20.49,25.78,22.63,2.26,44.44,36.1,15.29,1.54,2.71,2.88,1.06,1.31,0.3,1747702392,380,14.19
2026-05-24 01:36:59,Server-5,2,12,a3:93:31:86:4b:d9,192.168.70.126,56.2,27.4,23.8,64.2,estavel,estavel,estavel,91.3,alta,3.7,excelente,21.1,chuva forte,60,2221,89.0,ruim,NAO,476999559,218189520,262503,216254,1.99,28,27.6,185,44.61,98.57,20.0,76.71,68.87,17.82,31.35,17.35,26.0,41.67,29.79,23.19,2.55,2.45,2.32,0.39,2.62,1.13,1735873116,435,58.16
2026-05-24 01:37:59,Server-1,5,8,70:ac:22:34:59:eb,192.168.106.63,88.3,87.6,98.8,8.43,alerta,alerta,critico,74.2,critica,20.8,boa,24.06,céu limpo,50,3077,48.5,ruim,NAO,625732863,877789490,818866,738953,3.34,5,74.9,100,30.73,39.82,96.54,44.44,20.99,53.56,45.41,12.32,29.19,32.04,46.97,24.33,1.94,1.01,1.58,0.54,1.54,1.66,1746379259,116,48.78
2026-05-24 01:38:59,Server-1,4,2,a3:cc:9e:9d:1a:a9,192.168.137.155,67.3,30.0,40.5,54.07,estavel,estavel,estavel,79.5,critica,15.5,excelente,15.17,chuva forte,53,3950,74.7,moderada,NAO,191456956,503961217,694292,333750,4.85,30,76.1,93,91.78,79.28,41.13,73.01,14.74,39.72,24.63,4.28,37.7,48.55,23.16,24.43,0.69,2.74,1.42,2.65,2.64,0.16,1731921970,386,16.24
2026-05-24 01:39:59,Server-6,4,9,fd:6b:33:ba:eb:37,192.168.178.132,39.4,34.5,74.3,50.6,estavel,estavel,estavel,39.1,critica,55.9,excelente,18.5,céu limpo,98,4151,50.8,excelente,SIM,732783546,766190970,371521,355153,1.9,14,23.5,96,47.82,76.36,50.37,19.1,97.99,63.01,42.64,19.67,6.73,25.42,36.22,46.79,1.55,0.67,0.73,2.8,0.99,2.01,1777209385,139,46.17
2026-05-24 01:40:59,Server-9,1,15,87:7e:ef:e1:85:19,192.168.61.21,86.9,42.7,26.8,47.87,alerta,estavel,estavel,39.3,normal,55.7,ruim,24.04,céu limpo,66,3956,82.3,excelente,NAO,674364608,499506468,238166,636733,4.22,24,75.0,197,30.6,61.59,33.3,71.73,62.65,97.92,22.58,10.84,17.47,21.05,16.79,10.57,2.02,1.04,1.95,1.26,0.79,2.31,1766031685,296,52.61
2026-05-24 01:41:59,Server-3,1,12,e8:cb:bf:49:99:fd,192.168.254.204,79.0,53.5,55.2,37.43,alerta,estavel,estavel,64.9,normal,30.1,boa,15.09,chuva forte,56,3674,67.3,excelente,NAO,357494014,886869231,813980,411974,4.87,28,45.9,122,36.28,51.58,49.65,68.84,35.94,46.63,45.25,12.08,44.96,21.82,25.56,33.09,2.76,1.26,0.96,1.74,2.51,1.98,1764798208,97,20.85
2026-05-24 01:42:59,Server-5,1,20,56:68:55:e1:b7:46,192.168.35.89,14.1,12.0,33.3,80.2,estavel,estavel,estavel,76.0,normal,19.0,excelente,27.73,céu limpo,48,3627,69.6,excelente,SIM,149699586,675165220,790521,624593,4.1,10,57.4,187,99.93,38.35,64.42,19.36,82.46,58.65,4.55,30.92,44.16,38.8,28.67,29.17,1.63,0.53,2.02,2.68,0.77,2.16,1721692117,34,14.44
2026-05-24 01:43:59,Server-5,1,8,22:ec:fa:35:4c:67,192.168.243.191,7.9,54.3,95.1,47.57,estavel,estavel,critico,59.7,critica,35.3,ruim,15.86,céu limpo,56,1515,80.4,boa,SIM,172386981,466585645,401094,738975,1.39,22,55.7,92,18.13,70.95,17.38,65.43,45.93,66.25,45.65,49.31,37.61,41.74,22.33,1.05,0.17,0.15,1.02,1.22,1.3,1.87,1778620653,151,5.2
2026-05-24 01:44:59,Server-6,4,2,ce:ae:07:02:52:91,192.168.178.211,79.1,38.9,77.7,34.77,alerta,estavel,estavel,73.4,normal,21.6,excelente,26.67,chuva leve,78,4448,57.9,excelente,SIM,680713606,486047839,747937,338963,0.4,13,62.3,156,78.59,63.4,72.65,98.95,78.42,62.63,25.94,13.48,6.74,26.91,42.01,25.11,1.22,0.62,1.34,1.22,0.77,2.85,1772421115,25,1.14
2026-05-24 01:45:59,Server-10,5,18,d7:93:9c:02:3c:c6,192.168.202.239,11.5,57.0,93.1,46.13,estavel,estavel,alerta,88.8,alta,6.2,boa,31.2,céu limpo,46,1537,68.0,boa,NAO,431495020,211140034,389894,790610,2.9,24,27.0,190,61.87,60.42,34.62,76.59,65.56,88.93,12.73,24.2,15.05,47.48,31.15,11.79,2.6,0.97,2.92,2.99,2.68,1.25,1720129404,488,40.42
2026-05-24 01:46:59,Server-7,3,18,4c:61:99:64:3f:ca,192.168.63.51,87.4,41.1,58.9,37.53,alerta,estavel,estavel,90.5,alta,4.5,boa,31.29,nublado,99,3520,82.9,boa,SIM,643527690,891345167,893405,268944,1.54,26,50.3,144,18.96,68.19,19.14,36.75,65.2,83.39,17.25,22.39,23.02,39.51,32.84,44.6,1.87,1.85,0.28,2.31,0.33,2.73,1758984360,193,6.36
2026-05-24 01:47:59,Server-1,1,4,a0:12:45:43:91:c5,192.168.50.46,82.8,11.3,99.3,35.53,alerta,estavel,critico,90.8,alta,4.2,boa,20.28,nublado,80,2197,44.0,excelente,NAO,107842574,375317088,620791,807296,0.1,6,41.4,107,51.42,39.5,20.92,95.25,50.55,62.23,29.22,28.09,23.06,14.73,27.13,36.61,2.35,2.65,0.69,2.88,2.56,2.93,1777917001,74,38.56
2026-05-24 01:48:59,Server-8,4,19,66:b3:2f:81:fe:aa,192.168.181.138,16.8,32.5,73.0,59.23,estavel,estavel,estavel,61.1,critica,33.9,boa,25.63,chuva leve,85,2566,97.0,moderada,SIM,820261296,123496819,864657,310131,4.89,24,79.4,122,45.43,10.81,59.01,43.64,53.15,98.52,43.61,48.84,2.38,7.93,7.11,11.82,1.01,0.9,0.86,1.58,0.74,1.16,1748921780,479,10.68
